"gov","minoria","pmdb","psd","psdb","pt","resultado","KIND"
"2","2","0","0","0","2","0.144",0
"0","2","0","0","0","2","0.072",0
"2","0","0","0","0","2","0.094",0
"0","0","0","0","0","2","0.042",0
"2","1","0","0","0","2","0.096",0
"0","1","0","0","0","2","0.052",0
"2","2","1","0","0","2","0.204",0
"0","2","1","0","0","2","0.126",0
"2","0","1","0","0","2","0.138",0
"0","0","1","0","0","2","0.078",0
"2","1","1","0","0","2","0.182",0
"0","1","1","0","0","2","0.108",0
"2","2","2","1","0","2","0.754",0
"0","2","2","1","0","2","0.678",0
"2","0","2","1","0","2","0.644",0
"0","0","2","1","0","2","0.564",0
"2","1","2","1","0","2","0.754",0
"0","1","2","1","0","2","0.642",0
"2","2","0","1","0","2","0.378",0
"0","2","0","1","0","2","0.26",0
"2","0","0","1","0","2","0.244",0
"0","0","0","1","0","2","0.138",0
"2","1","0","1","0","2","0.374",0
"0","1","0","1","0","2","0.204",0
"2","2","1","1","0","2","0.46",0
"0","2","1","1","0","2","0.352",0
"2","0","1","1","0","2","0.31",0
"0","0","1","1","0","2","0.192",0
"2","1","1","1","0","2","0.412",0
"0","1","1","1","0","2","0.242",0
"2","2","2","2","1","2","0.99",0
"0","2","2","2","1","2","0.93",0
"2","0","2","2","1","2","0.856",0
"0","0","2","2","1","2","0.782",0
"2","1","2","2","1","2","0.974",0
"0","1","2","2","1","2","0.888",0
"2","2","0","2","1","2","0.766",0
"0","2","0","2","1","2","0.636",0
"2","0","0","2","1","2","0.598",0
"0","0","0","2","1","2","0.426",0
"2","1","0","2","1","2","0.744",0
"0","1","0","2","1","2","0.564",0
"2","2","1","2","1","2","0.802",0
"0","2","1","2","1","2","0.696",0
"2","0","1","2","1","2","0.616",0
"0","0","1","2","1","2","0.466",0
"2","1","1","2","1","2","0.756",0
"0","1","1","2","1","2","0.61",0
"2","2","2","0","1","2","0.754",0
"0","2","2","0","1","2","0.548",0
"2","0","2","0","1","2","0.742",0
"0","0","2","0","1","2","0.54",0
"2","1","2","0","1","2","0.792",0
"0","1","2","0","1","2","0.588",0
"2","2","0","0","1","2","0.352",0
"0","2","0","0","1","2","0.166",0
"2","0","0","0","1","2","0.294",0
"0","0","0","0","1","2","0.134",0
"2","1","0","0","1","2","0.356",0
"0","1","0","0","1","2","0.164",0
"2","2","1","0","1","2","0.378",0
"0","2","1","0","1","2","0.216",0
"2","0","1","0","1","2","0.31",0
"0","0","1","0","1","2","0.166",0
"2","1","1","0","1","2","0.39",0
"0","1","1","0","1","2","0.212",0
"2","2","2","1","1","2","0.87",0
"0","2","2","1","1","2","0.752",0
"2","0","2","1","1","2","0.776",0
"0","0","2","1","1","2","0.648",0
"2","1","2","1","1","2","0.876",0
"0","1","2","1","1","2","0.712",0
"2","2","0","1","1","2","0.588",0
"0","2","0","1","1","2","0.358",0
"2","0","0","1","1","2","0.454",0
"0","0","0","1","1","2","0.238",0
"2","1","0","1","1","2","0.604",0
"0","1","0","1","1","2","0.296",0
"2","2","1","1","1","2","0.622",0
"0","2","1","1","1","2","0.444",0
"2","0","1","1","1","2","0.476",0
"0","0","1","1","1","2","0.288",0
"2","1","1","1","1","2","0.592",0
"0","1","1","1","1","2","0.332",0
"2","2","2","2","2","0","0.958",0
"0","2","2","2","2","0","0.912",0
"2","0","2","2","2","0","0.83",0
"0","0","2","2","2","0","0.762",0
"2","1","2","2","2","0","0.952",0
"0","1","2","2","2","0","0.876",0
"2","2","0","2","2","0","0.724",0
"0","2","0","2","2","0","0.6",0
"2","0","0","2","2","0","0.53",0
"0","0","0","2","2","0","0.37",0
"2","1","0","2","2","0","0.692",0
"0","1","0","2","2","0","0.51",0
"2","2","1","2","2","0","0.764",0
"0","2","1","2","2","0","0.656",0
"2","0","1","2","2","0","0.554",0
"0","0","1","2","2","0","0.404",0
"2","1","1","2","2","0","0.708",0
"0","1","1","2","2","0","0.554",0
"2","2","2","0","2","0","0.624",0
"0","2","2","0","2","0","0.396",0
"2","0","2","0","2","0","0.624",0
"0","0","2","0","2","0","0.404",0
"2","1","2","0","2","0","0.666",0
"0","1","2","0","2","0","0.456",0
"2","2","0","0","2","0","0.24",0
"0","2","0","0","2","0","0.024",0
"2","0","0","0","2","0","0.202",0
"0","0","0","0","2","0","0.022",0
"2","1","0","0","2","0","0.276",0
"0","1","0","0","2","0","0.064",0
"2","2","1","0","2","0","0.27",0
"0","2","1","0","2","0","0.076",0
"2","0","1","0","2","0","0.224",0
"0","0","1","0","2","0","0.058",0
"2","1","1","0","2","0","0.298",0
"0","1","1","0","2","0","0.096",0
"2","2","2","1","2","0","0.792",0
"0","2","2","1","2","0","0.69",0
"2","0","2","1","2","0","0.702",0
"0","0","2","1","2","0","0.584",0
"2","1","2","1","2","0","0.762",0
"0","1","2","1","2","0","0.606",0
"2","2","0","1","2","0","0.464",0
"0","2","0","1","2","0","0.228",0
"2","0","0","1","2","0","0.34",0
"0","0","0","1","2","0","0.124",0
"2","1","0","1","2","0","0.424",0
"0","1","0","1","2","0","0.1",0
"2","2","1","1","2","0","0.52",0
"0","2","1","1","2","0","0.338",0
"2","0","1","1","2","0","0.38",0
"0","0","1","1","2","0","0.19",0
"2","1","1","1","2","0","0.432",0
"0","1","1","1","2","0","0.15",0
"2","2","2","2","0","0","0.854",0
"0","2","2","2","0","0","0.772",0
"2","0","2","2","0","0","0.72",0
"0","0","2","2","0","0","0.618",0
"2","1","2","2","0","0","0.854",0
"0","1","2","2","0","0","0.746",0
"2","2","0","2","0","0","0.51",0
"0","2","0","2","0","0","0.378",0
"2","0","0","2","0","0","0.324",0
"0","0","0","2","0","0","0.152",0
"2","1","0","2","0","0","0.498",0
"0","1","0","2","0","0","0.322",0
"2","2","1","2","0","0","0.57",0
"0","2","1","2","0","0","0.438",0
"2","0","1","2","0","0","0.366",0
"0","0","1","2","0","0","0.186",0
"2","1","1","2","0","0","0.54",0
"0","1","1","2","0","0","0.368",0
"2","2","2","0","0","0","0.582",0
"0","2","2","0","0","0","0.382",0
"2","0","2","0","0","0","0.578",0
"0","0","2","0","0","0","0.386",0
"2","1","2","0","0","0","0.618",0
"0","1","2","0","0","0","0.414",0
"2","2","0","0","0","0","0.11",0
"0","2","0","0","0","0","0.008",0
"2","0","0","0","0","0","0.076",0
"0","0","0","0","0","0","0.006",0
"2","1","0","0","0","0","0.09",0
"0","1","0","0","0","0","0.008",0
"2","2","1","0","0","0","0.158",0
"0","2","1","0","0","0","0.05",0
"2","0","1","0","0","0","0.11",0
"0","0","1","0","0","0","0.03",0
"2","1","1","0","0","0","0.154",0
"0","1","1","0","0","0","0.044",0
"2","2","2","1","0","0","0.71",0
"0","2","2","1","0","0","0.622",0
"2","0","2","1","0","0","0.612",0
"0","0","2","1","0","0","0.514",0
"2","1","2","1","0","0","0.692",0
"0","1","2","1","0","0","0.556",0
"2","2","0","1","0","0","0.318",0
"0","2","0","1","0","0","0.17",0
"2","0","0","1","0","0","0.196",0
"0","0","0","1","0","0","0.064",0
"2","1","0","1","0","0","0.28",0
"0","1","0","1","0","0","0.074",0
"2","2","1","1","0","0","0.388",0
"0","2","1","1","0","0","0.256",0
"2","0","1","1","0","0","0.248",0
"0","0","1","1","0","0","0.106",0
"2","1","1","1","0","0","0.324",0
"0","1","1","1","0","0","0.12",0
"2","2","2","2","1","0","0.938",0
"0","2","2","2","1","0","0.874",0
"2","0","2","2","1","0","0.812",0
"0","0","2","2","1","0","0.726",0
"2","1","2","2","1","0","0.93",0
"0","1","2","2","1","0","0.838",0
"2","2","0","2","1","0","0.672",0
"0","2","0","2","1","0","0.538",0
"2","0","0","2","1","0","0.486",0
"0","0","0","2","1","0","0.316",0
"2","1","0","2","1","0","0.64",0
"0","1","0","2","1","0","0.454",0
"2","2","1","2","1","0","0.716",0
"0","2","1","2","1","0","0.6",0
"2","0","1","2","1","0","0.51",0
"0","0","1","2","1","0","0.352",0
"2","1","1","2","1","0","0.662",0
"0","1","1","2","1","0","0.506",0
"2","2","2","0","1","0","0.614",0
"0","2","2","0","1","0","0.386",0
"2","0","2","0","1","0","0.616",0
"0","0","2","0","1","0","0.398",0
"2","1","2","0","1","0","0.648",0
"0","1","2","0","1","0","0.424",0
"2","2","0","0","1","0","0.218",0
"0","2","0","0","1","0","0.02",0
"2","0","0","0","1","0","0.18",0
"0","0","0","0","1","0","0.02",0
"2","1","0","0","1","0","0.234",0
"0","1","0","0","1","0","0.032",0
"2","2","1","0","1","0","0.248",0
"0","2","1","0","1","0","0.068",0
"2","0","1","0","1","0","0.202",0
"0","0","1","0","1","0","0.052",0
"2","1","1","0","1","0","0.264",0
"0","1","1","0","1","0","0.07",0
"2","2","2","1","1","0","0.78",0
"0","2","2","1","1","0","0.662",0
"2","0","2","1","1","0","0.692",0
"0","0","2","1","1","0","0.56",0
"2","1","2","1","1","0","0.75",0
"0","1","2","1","1","0","0.582",0
"2","2","0","1","1","0","0.446",0
"0","2","0","1","1","0","0.214",0
"2","0","0","1","1","0","0.324",0
"0","0","0","1","1","0","0.11",0
"2","1","0","1","1","0","0.402",0
"0","1","0","1","1","0","0.09",0
"2","2","1","1","1","0","0.494",0
"0","2","1","1","1","0","0.31",0
"2","0","1","1","1","0","0.356",0
"0","0","1","1","1","0","0.164",0
"2","1","1","1","1","0","0.41",0
"0","1","1","1","1","0","0.14",0
"2","2","2","2","2","2","0.99",0
"0","2","2","2","2","2","0.976",0
"2","0","2","2","2","2","0.99",0
"0","0","2","2","2","2","0.894",0
"2","1","2","2","2","2","0.99",0
"0","1","2","2","2","2","0.958",0
"2","2","0","2","2","2","0.872",0
"0","2","0","2","2","2","0.792",0
"2","0","0","2","2","2","0.706",0
"0","0","0","2","2","2","0.572",0
"2","1","0","2","2","2","0.926",0
"0","1","0","2","2","2","0.778",0
"2","2","1","2","2","2","0.892",0
"0","2","1","2","2","2","0.824",0
"2","0","1","2","2","2","0.754",0
"0","0","1","2","2","2","0.61",0
"2","1","1","2","2","2","0.892",0
"0","1","1","2","2","2","0.77",0
"2","2","2","0","2","2","0.802",0
"0","2","2","0","2","2","0.558",0
"2","0","2","0","2","2","0.828",0
"0","0","2","0","2","2","0.544",0
"2","1","2","0","2","2","0.9",0
"0","1","2","0","2","2","0.668",0
"2","2","0","0","2","2","0.504",0
"0","2","0","0","2","2","0.262",0
"2","0","0","0","2","2","0.416",0
"0","0","0","0","2","2","0.192",0
"2","1","0","0","2","2","0.682",0
"0","1","0","0","2","2","0.404",0
"2","2","1","0","2","2","0.492",0
"0","2","1","0","2","2","0.302",0
"2","0","1","0","2","2","0.404",0
"0","0","1","0","2","2","0.21",0
"2","1","1","0","2","2","0.63",0
"0","1","1","0","2","2","0.4",0
"2","2","2","1","2","2","0.934",0
"0","2","2","1","2","2","0.852",0
"2","0","2","1","2","2","0.908",0
"0","0","2","1","2","2","0.752",0
"2","1","2","1","2","2","0.966",0
"0","1","2","1","2","2","0.822",0
"2","2","0","1","2","2","0.78",0
"0","2","0","1","2","2","0.574",0
"2","0","0","1","2","2","0.63",0
"0","0","0","1","2","2","0.414",0
"2","1","0","1","2","2","0.916",0
"0","1","0","1","2","2","0.586",0
"2","2","1","1","2","2","0.772",0
"0","2","1","1","2","2","0.622",0
"2","0","1","1","2","2","0.634",0
"0","0","1","1","2","2","0.432",0
"2","1","1","1","2","2","0.824",0
"0","1","1","1","2","2","0.55",0
"2","2","2","2","0","2","0.99",0
"0","2","2","2","0","2","0.894",0
"2","0","2","2","0","2","0.99",0
"0","0","2","2","0","2","0.808",0
"2","1","2","2","0","2","0.99",0
"0","1","2","2","0","2","0.874",0
"2","2","0","2","0","2","0.644",0
"0","2","0","2","0","2","0.558",0
"2","0","0","2","0","2","0.472",0
"0","0","0","2","0","2","0.334",0
"2","1","0","2","0","2","0.748",0
"0","1","0","2","0","2","0.584",0
"2","2","1","2","0","2","0.732",0
"0","2","1","2","0","2","0.614",0
"2","0","1","2","0","2","0.592",0
"0","0","1","2","0","2","0.396",0
"2","1","1","2","0","2","0.766",0
"0","1","1","2","0","2","0.586",0
"2","2","2","0","0","2","0.792",0
"0","2","2","0","0","2","0.544",0
"2","0","2","0","0","2","0.812",0
"0","0","2","0","0","2","0.526",0
"2","1","2","0","0","2","0.894",0
"0","1","2","0","0","2","0.634",0
"2","2","0","0","0","2","0.212",0
"0","2","0","0","0","2","0.108",0
"2","0","0","0","0","2","0.12",0
"0","0","0","0","0","2","0.036",0
"2","1","0","0","0","2","0.35",0
"0","1","0","0","0","2","0.208",0
"2","2","1","0","0","2","0.27",0
"0","2","1","0","0","2","0.172",0
"2","0","1","0","0","2","0.172",0
"0","0","1","0","0","2","0.078",0
"2","1","1","0","0","2","0.384",0
"0","1","1","0","0","2","0.236",0
"2","2","2","1","0","2","0.862",0
"0","2","2","1","0","2","0.774",0
"2","0","2","1","0","2","0.834",0
"0","0","2","1","0","2","0.674",0
"2","1","2","1","0","2","0.906",0
"0","1","2","1","0","2","0.76",0
"2","2","0","1","0","2","0.468",0
"0","2","0","1","0","2","0.368",0
"2","0","0","1","0","2","0.31",0
"0","0","0","1","0","2","0.202",0
"2","1","0","1","0","2","0.612",0
"0","1","0","1","0","2","0.404",0
"2","2","1","1","0","2","0.546",0
"0","2","1","1","0","2","0.446",0
"2","0","1","1","0","2","0.4",0
"0","0","1","1","0","2","0.252",0
"2","1","1","1","0","2","0.606",0
"0","1","1","1","0","2","0.396",0
"2","2","2","2","1","2","0.99",0
"0","2","2","2","1","2","0.944",0
"2","0","2","2","1","2","0.99",0
"0","0","2","2","1","2","0.862",0
"2","1","2","2","1","2","0.99",0
"0","1","2","2","1","2","0.926",0
"2","2","0","2","1","2","0.84",0
"0","2","0","2","1","2","0.744",0
"2","0","0","2","1","2","0.674",0
"0","0","0","2","1","2","0.522",0
"2","1","0","2","1","2","0.89",0
"0","1","0","2","1","2","0.73",0
"2","2","1","2","1","2","0.862",0
"0","2","1","2","1","2","0.774",0
"2","0","1","2","1","2","0.722",0
"0","0","1","2","1","2","0.558",0
"2","1","1","2","1","2","0.862",0
"0","1","1","2","1","2","0.724",0
"2","2","2","0","1","2","0.8",0
"0","2","2","0","1","2","0.546",0
"2","0","2","0","1","2","0.828",0
"0","0","2","0","1","2","0.536",0
"2","1","2","0","1","2","0.892",0
"0","1","2","0","1","2","0.638",0
"2","2","0","0","1","2","0.458",0
"0","2","0","0","1","2","0.22",0
"2","0","0","0","1","2","0.368",0
"0","0","0","0","1","2","0.15",0
"2","1","0","0","1","2","0.606",0
"0","1","0","0","1","2","0.328",0
"2","2","1","0","1","2","0.458",0
"0","2","1","0","1","2","0.266",0
"2","0","1","0","1","2","0.368",0
"0","0","1","0","1","2","0.174",0
"2","1","1","0","1","2","0.576",0
"0","1","1","0","1","2","0.34",0
"2","2","2","1","1","2","0.93",0
"0","2","2","1","1","2","0.82",0
"2","0","2","1","1","2","0.908",0
"0","0","2","1","1","2","0.726",0
"2","1","2","1","1","2","0.96",0
"0","1","2","1","1","2","0.794",0
"2","2","0","1","1","2","0.744",0
"0","2","0","1","1","2","0.528",0
"2","0","0","1","1","2","0.594",0
"0","0","0","1","1","2","0.366",0
"2","1","0","1","1","2","0.862",0
"0","1","0","1","1","2","0.534",0
"2","2","1","1","1","2","0.744",0
"0","2","1","1","1","2","0.576",0
"2","0","1","1","1","2","0.606",0
"0","0","1","1","1","2","0.386",0
"2","1","1","1","1","2","0.786",0
"0","1","1","1","1","2","0.508",0
"2","2","2","2","2","0","0.988",0
"0","2","2","2","2","0","0.972",0
"2","0","2","2","2","0","0.932",0
"0","0","2","2","2","0","0.84",0
"2","1","2","2","2","0","0.988",0
"0","1","2","2","2","0","0.95",0
"2","2","0","2","2","0","0.86",0
"0","2","0","2","2","0","0.792",0
"2","0","0","2","2","0","0.652",0
"0","0","0","2","2","0","0.53",0
"2","1","0","2","2","0","0.86",0
"0","1","0","2","2","0","0.718",0
"2","2","1","2","2","0","0.854",0
"0","2","1","2","2","0","0.792",0
"2","0","1","2","2","0","0.654",0
"0","0","1","2","2","0","0.518",0
"2","1","1","2","2","0","0.812",0
"0","1","1","2","2","0","0.69",0
"2","2","2","0","2","0","0.642",0
"0","2","2","0","2","0","0.38",0
"2","0","2","0","2","0","0.672",0
"0","0","2","0","2","0","0.386",0
"2","1","2","0","2","0","0.722",0
"0","1","2","0","2","0","0.48",0
"2","2","0","0","2","0","0.338",0
"0","2","0","0","2","0","0.1",0
"2","0","0","0","2","0","0.278",0
"0","0","0","0","2","0","0.066",0
"2","1","0","0","2","0","0.464",0
"0","1","0","0","2","0","0.194",0
"2","2","1","0","2","0","0.326",0
"0","2","1","0","2","0","0.134",0
"2","0","1","0","2","0","0.272",0
"0","0","1","0","2","0","0.086",0
"2","1","1","0","2","0","0.422",0
"0","1","1","0","2","0","0.19",0
"2","2","2","1","2","0","0.896",0
"0","2","2","1","2","0","0.83",0
"2","0","2","1","2","0","0.842",0
"0","0","2","1","2","0","0.708",0
"2","1","2","1","2","0","0.876",0
"0","1","2","1","2","0","0.74",0
"2","2","0","1","2","0","0.694",0
"0","2","0","1","2","0","0.506",0
"2","0","0","1","2","0","0.536",0
"0","0","0","1","2","0","0.338",0
"2","1","0","1","2","0","0.702",0
"0","1","0","1","2","0","0.386",0
"2","2","1","1","2","0","0.682",0
"0","2","1","1","2","0","0.548",0
"2","0","1","1","2","0","0.532",0
"0","0","1","1","2","0","0.348",0
"2","1","1","1","2","0","0.624",0
"0","1","1","1","2","0","0.352",0
"2","2","2","2","0","0","0.972",0
"0","2","2","2","0","0","0.87",0
"2","0","2","2","0","0","0.916",0
"0","0","2","2","0","0","0.734",0
"2","1","2","2","0","0","0.98",0
"0","1","2","2","0","0","0.854",0
"2","2","0","2","0","0","0.642",0
"0","2","0","2","0","0","0.546",0
"2","0","0","2","0","0","0.426",0
"0","0","0","2","0","0","0.28",0
"2","1","0","2","0","0","0.7",0
"0","1","0","2","0","0","0.524",0
"2","2","1","2","0","0","0.68",0
"0","2","1","2","0","0","0.558",0
"2","0","1","2","0","0","0.476",0
"0","0","1","2","0","0","0.278",0
"2","1","1","2","0","0","0.692",0
"0","1","1","2","0","0","0.502",0
"2","2","2","0","0","0","0.658",0
"0","2","2","0","0","0","0.396",0
"2","0","2","0","0","0","0.68",0
"0","0","2","0","0","0","0.394",0
"2","1","2","0","0","0","0.738",0
"0","1","2","0","0","0","0.47",0
"2","2","0","0","0","0","0.17",0
"0","2","0","0","0","0","0.058",0
"2","0","0","0","0","0","0.102",0
"0","0","0","0","0","0","0.018",0
"2","1","0","0","0","0","0.262",0
"0","1","0","0","0","0","0.114",0
"2","2","1","0","0","0","0.206",0
"0","2","1","0","0","0","0.102",0
"2","0","1","0","0","0","0.138",0
"0","0","1","0","0","0","0.046",0
"2","1","1","0","0","0","0.282",0
"0","1","1","0","0","0","0.128",0
"2","2","2","1","0","0","0.836",0
"0","2","2","1","0","0","0.756",0
"2","0","2","1","0","0","0.78",0
"0","0","2","1","0","0","0.634",0
"2","1","2","1","0","0","0.838",0
"0","1","2","1","0","0","0.694",0
"2","2","0","1","0","0","0.464",0
"0","2","0","1","0","0","0.358",0
"2","0","0","1","0","0","0.296",0
"0","0","0","1","0","0","0.184",0
"2","1","0","1","0","0","0.506",0
"0","1","0","1","0","0","0.294",0
"2","2","1","1","0","0","0.508",0
"0","2","1","1","0","0","0.408",0
"2","0","1","1","0","0","0.348",0
"0","0","1","1","0","0","0.202",0
"2","1","1","1","0","0","0.494",0
"0","1","1","1","0","0","0.276",0
"2","2","2","2","1","0","0.974",0
"0","2","2","2","1","0","0.932",0
"2","0","2","2","1","0","0.922",0
"0","0","2","2","1","0","0.804",0
"2","1","2","2","1","0","0.976",0
"0","1","2","2","1","0","0.914",0
"2","2","0","2","1","0","0.814",0
"0","2","0","2","1","0","0.732",0
"2","0","0","2","1","0","0.61",0
"0","0","0","2","1","0","0.472",0
"2","1","0","2","1","0","0.814",0
"0","1","0","2","1","0","0.664",0
"2","2","1","2","1","0","0.816",0
"0","2","1","2","1","0","0.734",0
"2","0","1","2","1","0","0.618",0
"0","0","1","2","1","0","0.462",0
"2","1","1","2","1","0","0.776",0
"0","1","1","2","1","0","0.64",0
"2","2","2","0","1","0","0.64",0
"0","2","2","0","1","0","0.378",0
"2","0","2","0","1","0","0.67",0
"0","0","2","0","1","0","0.384",0
"2","1","2","0","1","0","0.714",0
"0","1","2","0","1","0","0.458",0
"2","2","0","0","1","0","0.306",0
"0","2","0","0","1","0","0.082",0
"2","0","0","0","1","0","0.242",0
"0","0","0","0","1","0","0.044",0
"2","1","0","0","1","0","0.406",0
"0","1","0","0","1","0","0.144",0
"2","2","1","0","1","0","0.304",0
"0","2","1","0","1","0","0.118",0
"2","0","1","0","1","0","0.246",0
"0","0","1","0","1","0","0.066",0
"2","1","1","0","1","0","0.382",0
"0","1","1","0","1","0","0.152",0
"2","2","2","1","1","0","0.884",0
"0","2","2","1","1","0","0.79",0
"2","0","2","1","1","0","0.836",0
"0","0","2","1","1","0","0.676",0
"2","1","2","1","1","0","0.866",0
"0","1","2","1","1","0","0.71",0
"2","2","0","1","1","0","0.662",0
"0","2","0","1","1","0","0.47",0
"2","0","0","1","1","0","0.506",0
"0","0","0","1","1","0","0.302",0
"2","1","0","1","1","0","0.66",0
"0","1","0","1","1","0","0.352",0
"2","2","1","1","1","0","0.654",0
"0","2","1","1","1","0","0.502",0
"2","0","1","1","1","0","0.506",0
"0","0","1","1","1","0","0.304",0
"2","1","1","1","1","0","0.594",0
"0","1","1","1","1","0","0.322",0
"2","2","2","2","2","2","0.99",0
"0","2","2","2","2","2","0.976",0
"2","0","2","2","2","2","0.99",0
"0","0","2","2","2","2","0.904",0
"2","1","2","2","2","2","0.99",0
"0","1","2","2","2","2","0.94",0
"2","2","0","2","2","2","0.934",0
"0","2","0","2","2","2","0.86",0
"2","0","0","2","2","2","0.844",0
"0","0","0","2","2","2","0.688",0
"2","1","0","2","2","2","0.944",0
"0","1","0","2","2","2","0.806",0
"2","2","1","2","2","2","0.92",0
"0","2","1","2","2","2","0.844",0
"2","0","1","2","2","2","0.828",0
"0","0","1","2","2","2","0.668",0
"2","1","1","2","2","2","0.898",0
"0","1","1","2","2","2","0.762",0
"2","2","2","0","2","2","0.86",0
"0","2","2","0","2","2","0.654",0
"2","0","2","0","2","2","0.894",0
"0","0","2","0","2","2","0.638",0
"2","1","2","0","2","2","0.912",0
"0","1","2","0","2","2","0.694",0
"2","2","0","0","2","2","0.614",0
"0","2","0","0","2","2","0.422",0
"2","0","0","0","2","2","0.564",0
"0","0","0","0","2","2","0.348",0
"2","1","0","0","2","2","0.704",0
"0","1","0","0","2","2","0.466",0
"2","2","1","0","2","2","0.578",0
"0","2","1","0","2","2","0.41",0
"2","0","1","0","2","2","0.518",0
"0","0","1","0","2","2","0.326",0
"2","1","1","0","2","2","0.642",0
"0","1","1","0","2","2","0.436",0
"2","2","2","1","2","2","0.918",0
"0","2","2","1","2","2","0.826",0
"2","0","2","1","2","2","0.91",0
"0","0","2","1","2","2","0.748",0
"2","1","2","1","2","2","0.938",0
"0","1","2","1","2","2","0.766",0
"2","2","0","1","2","2","0.806",0
"0","2","0","1","2","2","0.624",0
"2","0","0","1","2","2","0.718",0
"0","0","0","1","2","2","0.49",0
"2","1","0","1","2","2","0.882",0
"0","1","0","1","2","2","0.57",0
"2","2","1","1","2","2","0.774",0
"0","2","1","1","2","2","0.618",0
"2","0","1","1","2","2","0.688",0
"0","0","1","1","2","2","0.468",0
"2","1","1","1","2","2","0.79",0
"0","1","1","1","2","2","0.504",0
"2","2","2","2","0","2","0.99",0
"0","2","2","2","0","2","0.906",0
"2","0","2","2","0","2","0.99",0
"0","0","2","2","0","2","0.83",0
"2","1","2","2","0","2","0.99",0
"0","1","2","2","0","2","0.874",0
"2","2","0","2","0","2","0.812",0
"0","2","0","2","0","2","0.7",0
"2","0","0","2","0","2","0.722",0
"0","0","0","2","0","2","0.524",0
"2","1","0","2","0","2","0.848",0
"0","1","0","2","0","2","0.67",0
"2","2","1","2","0","2","0.826",0
"0","2","1","2","0","2","0.702",0
"2","0","1","2","0","2","0.734",0
"0","0","1","2","0","2","0.522",0
"2","1","1","2","0","2","0.824",0
"0","1","1","2","0","2","0.642",0
"2","2","2","0","0","2","0.86",0
"0","2","2","0","0","2","0.636",0
"2","0","2","0","0","2","0.894",0
"0","0","2","0","0","2","0.622",0
"2","1","2","0","0","2","0.916",0
"0","1","2","0","0","2","0.668",0
"2","2","0","0","0","2","0.444",0
"0","2","0","0","0","2","0.33",0
"2","0","0","0","0","2","0.394",0
"0","0","0","0","0","2","0.258",0
"2","1","0","0","0","2","0.494",0
"0","1","0","0","0","2","0.342",0
"2","2","1","0","0","2","0.446",0
"0","2","1","0","0","2","0.336",0
"2","0","1","0","0","2","0.38",0
"0","0","1","0","0","2","0.254",0
"2","1","1","0","0","2","0.486",0
"0","1","1","0","0","2","0.34",0
"2","2","2","1","0","2","0.87",0
"0","2","2","1","0","2","0.774",0
"2","0","2","1","0","2","0.862",0
"0","0","2","1","0","2","0.698",0
"2","1","2","1","0","2","0.898",0
"0","1","2","1","0","2","0.736",0
"2","2","0","1","0","2","0.622",0
"0","2","0","1","0","2","0.496",0
"2","0","0","1","0","2","0.528",0
"0","0","0","1","0","2","0.358",0
"2","1","0","1","0","2","0.69",0
"0","1","0","1","0","2","0.462",0
"2","2","1","1","0","2","0.632",0
"0","2","1","1","0","2","0.512",0
"2","0","1","1","0","2","0.538",0
"0","0","1","1","0","2","0.36",0
"2","1","1","1","0","2","0.648",0
"0","1","1","1","0","2","0.424",0
"2","2","2","2","1","2","0.99",0
"0","2","2","2","1","2","0.948",0
"2","0","2","2","1","2","0.99",0
"0","0","2","2","1","2","0.876",0
"2","1","2","2","1","2","0.99",0
"0","1","2","2","1","2","0.914",0
"2","2","0","2","1","2","0.914",0
"0","2","0","2","1","2","0.818",0
"2","0","0","2","1","2","0.826",0
"0","0","0","2","1","2","0.648",0
"2","1","0","2","1","2","0.924",0
"0","1","0","2","1","2","0.77",0
"2","2","1","2","1","2","0.9",0
"0","2","1","2","1","2","0.808",0
"2","0","1","2","1","2","0.808",0
"0","0","1","2","1","2","0.634",0
"2","1","1","2","1","2","0.88",0
"0","1","1","2","1","2","0.736",0
"2","2","2","0","1","2","0.852",0
"0","2","2","0","1","2","0.63",0
"2","0","2","0","1","2","0.89",0
"0","0","2","0","1","2","0.622",0
"2","1","2","0","1","2","0.904",0
"0","1","2","0","1","2","0.664",0
"2","2","0","0","1","2","0.58",0
"0","2","0","0","1","2","0.376",0
"2","0","0","0","1","2","0.532",0
"0","0","0","0","1","2","0.312",0
"2","1","0","0","1","2","0.65",0
"0","1","0","0","1","2","0.4",0
"2","2","1","0","1","2","0.554",0
"0","2","1","0","1","2","0.38",0
"2","0","1","0","1","2","0.496",0
"0","0","1","0","1","2","0.306",0
"2","1","1","0","1","2","0.604",0
"0","1","1","0","1","2","0.392",0
"2","2","2","1","1","2","0.914",0
"0","2","2","1","1","2","0.798",0
"2","0","2","1","1","2","0.908",0
"0","0","2","1","1","2","0.724",0
"2","1","2","1","1","2","0.932",0
"0","1","2","1","1","2","0.744",0
"2","2","0","1","1","2","0.782",0
"0","2","0","1","1","2","0.58",0
"2","0","0","1","1","2","0.696",0
"0","0","0","1","1","2","0.45",0
"2","1","0","1","1","2","0.846",0
"0","1","0","1","1","2","0.528",0
"2","2","1","1","1","2","0.756",0
"0","2","1","1","1","2","0.584",0
"2","0","1","1","1","2","0.672",0
"0","0","1","1","1","2","0.44",0
"2","1","1","1","1","2","0.766",0
"0","1","1","1","1","2","0.482",0
"2","2","2","2","2","0","0.99",0
"0","2","2","2","2","0","0.974",0
"2","0","2","2","2","0","0.94",0
