"gov","minoria","pmdb","psd","psdb","pt","TIPO","pps","pr","prp","resultado"
"Não","Sim","Liberado","Liberado","Sim","Não","MPV","Não","Sim","Sim",253.991180657726
"Sim","Não","Liberado","Liberado","Sim","Não","MPV","Não","Sim","Sim",234.004168026834
"Não","Não","Liberado","Liberado","Sim","Não","MPV","Não","Sim","Sim",237.477750288354
"Sim","Liberado","Liberado","Liberado","Sim","Não","MPV","Não","Sim","Sim",242.376256256817
"Não","Liberado","Liberado","Liberado","Sim","Não","MPV","Não","Sim","Sim",249.902308243987
"Sim","Sim","Sim","Sim","Não","Não","MPV","Não","Sim","Sim",279.116857904237
"Não","Sim","Sim","Sim","Não","Não","MPV","Não","Sim","Sim",271.862509207949
"Sim","Não","Sim","Sim","Não","Não","MPV","Não","Sim","Sim",266.358938137501
"Não","Não","Sim","Sim","Não","Não","MPV","Não","Sim","Sim",261.469345517118
"Sim","Liberado","Sim","Sim","Não","Não","MPV","Não","Sim","Sim",264.286144289764
"Não","Liberado","Sim","Sim","Não","Não","MPV","Não","Sim","Sim",264.770329743756
"Sim","Sim","Não","Sim","Não","Não","MPV","Não","Sim","Sim",222.797924692246
"Não","Sim","Não","Sim","Não","Não","MPV","Não","Sim","Sim",215.481715328593
"Sim","Não","Não","Sim","Não","Não","MPV","Não","Sim","Sim",202.24343693996
"Não","Não","Não","Sim","Não","Não","MPV","Não","Sim","Sim",193.696219854694
"Sim","Liberado","Não","Sim","Não","Não","MPV","Não","Sim","Sim",210.706019780875
"Não","Liberado","Não","Sim","Não","Não","MPV","Não","Sim","Sim",205.235329820109
"Sim","Sim","Liberado","Sim","Não","Não","MPV","Não","Sim","Sim",251.549413081679
"Não","Sim","Liberado","Sim","Não","Não","MPV","Não","Sim","Sim",246.027241622422
"Sim","Não","Liberado","Sim","Não","Não","MPV","Não","Sim","Sim",236.501182702917
"Não","Não","Liberado","Sim","Não","Não","MPV","Não","Sim","Sim",232.314379114222
"Sim","Liberado","Liberado","Sim","Não","Não","MPV","Não","Sim","Sim",239.862727925398
"Não","Liberado","Liberado","Sim","Não","Não","MPV","Não","Sim","Sim",240.414858043558
"Sim","Sim","Sim","Não","Não","Não","MPV","Não","Sim","Sim",251.473235514162
"Não","Sim","Sim","Não","Não","Não","MPV","Não","Sim","Sim",237.866566747461
"Sim","Não","Sim","Não","Não","Não","MPV","Não","Sim","Sim",234.461388826302
"Não","Não","Sim","Não","Não","Não","MPV","Não","Sim","Sim",222.756791469712
"Sim","Liberado","Sim","Não","Não","Não","MPV","Não","Sim","Sim",239.2234060122
"Não","Liberado","Sim","Não","Não","Não","MPV","Não","Sim","Sim",231.161646356971
"Sim","Sim","Não","Não","Não","Não","MPV","Não","Sim","Sim",189.151539632903
"Não","Sim","Não","Não","Não","Não","MPV","Não","Sim","Sim",173.381193277973
"Sim","Não","Não","Não","Não","Não","MPV","Não","Sim","Sim",161.523545436809
"Não","Não","Não","Não","Não","Não","MPV","Não","Sim","Sim",143.689782016331
"Sim","Liberado","Não","Não","Não","Não","MPV","Não","Sim","Sim",174.252726148915
"Não","Liberado","Não","Não","Não","Não","MPV","Não","Sim","Sim",157.748955266167
"Sim","Sim","Liberado","Não","Não","Não","MPV","Não","Sim","Sim",222.857823671958
"Não","Sim","Liberado","Não","Não","Não","MPV","Não","Sim","Sim",211.221788240132
"Sim","Não","Liberado","Não","Não","Não","MPV","Não","Sim","Sim",202.030080922542
"Não","Não","Liberado","Não","Não","Não","MPV","Não","Sim","Sim",190.663529813387
"Sim","Liberado","Liberado","Não","Não","Não","MPV","Não","Sim","Sim",211.371680742436
"Não","Liberado","Liberado","Não","Não","Não","MPV","Não","Sim","Sim",203.285052150661
"Sim","Sim","Sim","Liberado","Não","Não","MPV","Não","Sim","Sim",259.844480980544
"Não","Sim","Sim","Liberado","Não","Não","MPV","Não","Sim","Sim",252.044188134959
"Sim","Não","Sim","Liberado","Não","Não","MPV","Não","Sim","Sim",241.51316564652
"Não","Não","Sim","Liberado","Não","Não","MPV","Não","Sim","Sim",236.844789453404
"Sim","Liberado","Sim","Liberado","Não","Não","MPV","Não","Sim","Sim",244.145808254748
"Não","Liberado","Sim","Liberado","Não","Não","MPV","Não","Sim","Sim",243.748638523654
"Sim","Sim","Não","Liberado","Não","Não","MPV","Não","Sim","Sim",206.465954613912
"Não","Sim","Não","Liberado","Não","Não","MPV","Não","Sim","Sim",198.272063956863
"Sim","Não","Não","Liberado","Não","Não","MPV","Não","Sim","Sim",181.090632935338
"Não","Não","Não","Liberado","Não","Não","MPV","Não","Sim","Sim",172.137541128912
"Sim","Liberado","Não","Liberado","Não","Não","MPV","Não","Sim","Sim",191.825452659949
"Não","Liberado","Não","Liberado","Não","Não","MPV","Não","Sim","Sim",185.657378209143
"Sim","Sim","Liberado","Liberado","Não","Não","MPV","Não","Sim","Sim",235.315404086871
"Não","Sim","Liberado","Liberado","Não","Não","MPV","Não","Sim","Sim",229.261266798384
"Sim","Não","Liberado","Liberado","Não","Não","MPV","Não","Sim","Sim",214.718740513885
"Não","Não","Liberado","Liberado","Não","Não","MPV","Não","Sim","Sim",210.711986001529
"Sim","Liberado","Liberado","Liberado","Não","Não","MPV","Não","Sim","Sim",221.647278454523
"Não","Liberado","Liberado","Liberado","Não","Não","MPV","Não","Sim","Sim",221.640626331319
"Sim","Sim","Sim","Sim","Liberado","Não","MPV","Não","Sim","Sim",279.719309263152
"Não","Sim","Sim","Sim","Liberado","Não","MPV","Não","Sim","Sim",276.257296930501
"Sim","Não","Sim","Sim","Liberado","Não","MPV","Não","Sim","Sim",266.266724093636
"Não","Não","Sim","Sim","Liberado","Não","MPV","Não","Sim","Sim",265.162063074985
"Sim","Liberado","Sim","Sim","Liberado","Não","MPV","Não","Sim","Sim",264.376847044752
"Não","Liberado","Sim","Sim","Liberado","Não","MPV","Não","Sim","Sim",268.979230767143
"Sim","Sim","Não","Sim","Liberado","Não","MPV","Não","Sim","Sim",226.640810598932
"Não","Sim","Não","Sim","Liberado","Não","MPV","Não","Sim","Sim",223.69898420822
"Sim","Não","Não","Sim","Liberado","Não","MPV","Não","Sim","Sim",207.629391244915
"Não","Não","Não","Sim","Liberado","Não","MPV","Não","Sim","Sim",203.094885704018
"Sim","Liberado","Não","Sim","Liberado","Não","MPV","Não","Sim","Sim",215.203774085829
"Não","Liberado","Não","Sim","Liberado","Não","MPV","Não","Sim","Sim",214.432386145624
"Sim","Sim","Liberado","Sim","Liberado","Não","MPV","Não","Sim","Sim",253.584421412608
"Não","Sim","Liberado","Sim","Liberado","Não","MPV","Não","Sim","Sim",252.059565337966
"Sim","Não","Liberado","Sim","Liberado","Não","MPV","Não","Sim","Sim",238.400587100098
"Não","Não","Liberado","Sim","Liberado","Não","MPV","Não","Sim","Sim",238.203694134113
"Sim","Liberado","Liberado","Sim","Liberado","Não","MPV","Não","Sim","Sim",241.477018989246
"Não","Liberado","Liberado","Sim","Liberado","Não","MPV","Não","Sim","Sim",246.326126396783
"Sim","Sim","Sim","Não","Liberado","Não","MPV","Não","Sim","Sim",251.685809624399
"Não","Sim","Sim","Não","Liberado","Não","MPV","Não","Sim","Sim",244.438550750746
"Sim","Não","Sim","Não","Liberado","Não","MPV","Não","Sim","Sim",235.155538274501
"Não","Não","Sim","Não","Liberado","Não","MPV","Não","Sim","Sim",229.748622519643
"Sim","Liberado","Sim","Não","Liberado","Não","MPV","Não","Sim","Sim",238.862072259252
"Não","Liberado","Sim","Não","Liberado","Não","MPV","Não","Sim","Sim",237.379417735166
"Sim","Sim","Não","Não","Liberado","Não","MPV","Não","Sim","Sim",195.300935438579
"Não","Sim","Não","Não","Liberado","Não","MPV","Não","Sim","Sim",186.794228576494
"Sim","Não","Não","Não","Liberado","Não","MPV","Não","Sim","Sim",170.353442974087
"Não","Não","Não","Não","Liberado","Não","MPV","Não","Sim","Sim",159.672970949655
"Sim","Liberado","Não","Não","Liberado","Não","MPV","Não","Sim","Sim",182.193090352859
"Não","Liberado","Não","Não","Liberado","Não","MPV","Não","Sim","Sim",173.328311343909
"Sim","Sim","Liberado","Não","Liberado","Não","MPV","Não","Sim","Sim",225.866202373257
"Não","Sim","Liberado","Não","Liberado","Não","MPV","Não","Sim","Sim",220.390389188792
"Sim","Não","Liberado","Não","Liberado","Não","MPV","Não","Sim","Sim",205.81472235676
"Não","Não","Liberado","Não","Liberado","Não","MPV","Não","Sim","Sim",200.860265203649
"Sim","Liberado","Liberado","Não","Liberado","Não","MPV","Não","Sim","Sim",214.553608843321
"Não","Liberado","Liberado","Não","Liberado","Não","MPV","Não","Sim","Sim",213.038297737002
"Sim","Sim","Sim","Liberado","Liberado","Não","MPV","Não","Sim","Sim",260.194678467405
"Não","Sim","Sim","Liberado","Liberado","Não","MPV","Não","Sim","Sim",256.937338652123
"Sim","Não","Sim","Liberado","Liberado","Não","MPV","Não","Sim","Sim",241.952938471342
"Não","Não","Sim","Liberado","Liberado","Não","MPV","Não","Sim","Sim",241.830110546625
"Sim","Liberado","Sim","Liberado","Liberado","Não","MPV","Não","Sim","Sim",243.922097878423
"Não","Liberado","Sim","Liberado","Liberado","Não","MPV","Não","Sim","Sim",248.257743082395
"Sim","Sim","Não","Liberado","Liberado","Não","MPV","Não","Sim","Sim",211.222844224302
"Não","Sim","Não","Liberado","Liberado","Não","MPV","Não","Sim","Sim",208.759275429083
"Sim","Não","Não","Liberado","Liberado","Não","MPV","Não","Sim","Sim",188.020174277329
"Não","Não","Não","Liberado","Liberado","Não","MPV","Não","Sim","Sim",184.536399570828
"Sim","Liberado","Não","Liberado","Liberado","Não","MPV","Não","Sim","Sim",197.782860668607
"Não","Liberado","Não","Liberado","Liberado","Não","MPV","Não","Sim","Sim",197.69802712725
"Sim","Sim","Liberado","Liberado","Liberado","Não","MPV","Não","Sim","Sim",238.029991879079
"Não","Sim","Liberado","Liberado","Liberado","Não","MPV","Não","Sim","Sim",236.579619975207
"Sim","Não","Liberado","Liberado","Liberado","Não","MPV","Não","Sim","Sim",217.741724372346
"Não","Não","Liberado","Liberado","Liberado","Não","MPV","Não","Sim","Sim",218.3413304827
"Sim","Liberado","Liberado","Liberado","Liberado","Não","MPV","Não","Sim","Sim",224.30754897965
"Não","Liberado","Liberado","Liberado","Liberado","Não","MPV","Não","Sim","Sim",229.204324145824
"Sim","Sim","Sim","Sim","Sim","Sim","PDC","Não","Sim","Sim",303.529371733665
"Não","Sim","Sim","Sim","Sim","Sim","PDC","Não","Sim","Sim",292.618750318149
"Sim","Não","Sim","Sim","Sim","Sim","PDC","Não","Sim","Sim",278.270591847976
"Não","Não","Sim","Sim","Sim","Sim","PDC","Não","Sim","Sim",274.751816764585
"Sim","Liberado","Sim","Sim","Sim","Sim","PDC","Não","Sim","Sim",280.478413797873
"Não","Liberado","Sim","Sim","Sim","Sim","PDC","Não","Sim","Sim",280.617276684546
"Sim","Sim","Não","Sim","Sim","Sim","PDC","Não","Sim","Sim",247.850785839054
"Não","Sim","Não","Sim","Sim","Sim","PDC","Não","Sim","Sim",244.717875744149
"Sim","Não","Não","Sim","Sim","Sim","PDC","Não","Sim","Sim",221.466144535472
"Não","Não","Não","Sim","Sim","Sim","PDC","Não","Sim","Sim",222.341438971485
"Sim","Liberado","Não","Sim","Sim","Sim","PDC","Não","Sim","Sim",227.567259568533
"Não","Liberado","Não","Sim","Sim","Sim","PDC","Não","Sim","Sim",230.343381253611
"Sim","Sim","Liberado","Sim","Sim","Sim","PDC","Não","Sim","Sim",271.113481255538
"Não","Sim","Liberado","Sim","Sim","Sim","PDC","Não","Sim","Sim",266.651158241445
"Sim","Não","Liberado","Sim","Sim","Sim","PDC","Não","Sim","Sim",247.202631146778
"Não","Não","Liberado","Sim","Sim","Sim","PDC","Não","Sim","Sim",247.757342864989
"Sim","Liberado","Liberado","Sim","Sim","Sim","PDC","Não","Sim","Sim",250.697307978002
"Não","Liberado","Liberado","Sim","Sim","Sim","PDC","Não","Sim","Sim",254.784128119337
"Sim","Sim","Sim","Não","Sim","Sim","PDC","Não","Sim","Sim",270.424314707629
"Não","Sim","Sim","Não","Sim","Sim","PDC","Não","Sim","Sim",260.524729300846
"Sim","Não","Sim","Não","Sim","Sim","PDC","Não","Sim","Sim",246.773809661184
"Não","Não","Sim","Não","Sim","Sim","PDC","Não","Sim","Sim",242.997519386352
"Sim","Liberado","Sim","Não","Sim","Sim","PDC","Não","Sim","Sim",250.610615331736
"Não","Liberado","Sim","Não","Sim","Sim","PDC","Não","Sim","Sim",249.364675630614
"Sim","Sim","Não","Não","Sim","Sim","PDC","Não","Sim","Sim",217.261424807055
"Não","Sim","Não","Não","Sim","Sim","PDC","Não","Sim","Sim",215.104112716181
"Sim","Não","Não","Não","Sim","Sim","PDC","Não","Sim","Sim",192.299432377825
"Não","Não","Não","Não","Sim","Sim","PDC","Não","Sim","Sim",192.845139097561
"Sim","Liberado","Não","Não","Sim","Sim","PDC","Não","Sim","Sim",199.784209016399
"Não","Liberado","Não","Não","Sim","Sim","PDC","Não","Sim","Sim",201.608737839032
"Sim","Sim","Liberado","Não","Sim","Sim","PDC","Não","Sim","Sim",241.971859347422
"Não","Sim","Liberado","Não","Sim","Sim","PDC","Não","Sim","Sim",238.575397724087
"Sim","Não","Liberado","Não","Sim","Sim","PDC","Não","Sim","Sim",219.270785816955
"Não","Não","Liberado","Não","Sim","Sim","PDC","Não","Sim","Sim",219.562463706781
"Sim","Liberado","Liberado","Não","Sim","Sim","PDC","Não","Sim","Sim",224.412146281996
"Não","Liberado","Liberado","Não","Sim","Sim","PDC","Não","Sim","Sim",227.415285319008
"Sim","Sim","Sim","Liberado","Sim","Sim","PDC","Não","Sim","Sim",279.976885000578
"Não","Sim","Sim","Liberado","Sim","Sim","PDC","Não","Sim","Sim",272.980729928166
"Sim","Não","Sim","Liberado","Sim","Sim","PDC","Não","Sim","Sim",253.73649717614
"Não","Não","Sim","Liberado","Sim","Sim","PDC","Não","Sim","Sim",253.751272761748
"Sim","Liberado","Sim","Liberado","Sim","Sim","PDC","Não","Sim","Sim",256.952147927939
"Não","Liberado","Sim","Liberado","Sim","Sim","PDC","Não","Sim","Sim",259.998322120383
"Sim","Sim","Não","Liberado","Sim","Sim","PDC","Não","Sim","Sim",228.344854550003
"Não","Sim","Não","Liberado","Sim","Sim","PDC","Não","Sim","Sim",229.274195006586
"Sim","Não","Não","Liberado","Sim","Sim","PDC","Não","Sim","Sim",201.136452732377
"Não","Não","Não","Liberado","Sim","Sim","PDC","Não","Sim","Sim",206.011363632865
"Sim","Liberado","Não","Liberado","Sim","Sim","PDC","Não","Sim","Sim",207.739596998311
"Não","Liberado","Não","Liberado","Sim","Sim","PDC","Não","Sim","Sim",214.607956924773
"Sim","Sim","Liberado","Liberado","Sim","Sim","PDC","Não","Sim","Sim",253.467926782263
"Não","Sim","Liberado","Liberado","Sim","Sim","PDC","Não","Sim","Sim",252.773536234041
"Sim","Não","Liberado","Liberado","Sim","Sim","PDC","Não","Sim","Sim",227.709123808102
"Não","Não","Liberado","Liberado","Sim","Sim","PDC","Não","Sim","Sim",232.249175571836
"Sim","Liberado","Liberado","Liberado","Sim","Sim","PDC","Não","Sim","Sim",232.151262687723
"Não","Liberado","Liberado","Liberado","Sim","Sim","PDC","Não","Sim","Sim",239.81370458415
"Sim","Sim","Sim","Sim","Não","Sim","PDC","Não","Sim","Sim",273.10008467719
"Não","Sim","Sim","Sim","Não","Sim","PDC","Não","Sim","Sim",265.724832767753
"Sim","Não","Sim","Sim","Não","Sim","PDC","Não","Sim","Sim",243.986707859278
"Não","Não","Sim","Sim","Não","Sim","PDC","Não","Sim","Sim",244.325427782363
"Sim","Liberado","Sim","Sim","Não","Sim","PDC","Não","Sim","Sim",242.414207293831
"Não","Liberado","Sim","Sim","Não","Sim","PDC","Não","Sim","Sim",246.369880150445
"Sim","Sim","Não","Sim","Não","Sim","PDC","Não","Sim","Sim",223.905315819631
"Não","Sim","Não","Sim","Não","Sim","PDC","Não","Sim","Sim",219.506011927315
"Sim","Não","Não","Sim","Não","Sim","PDC","Não","Sim","Sim",195.257470701531
"Não","Não","Não","Sim","Não","Sim","PDC","Não","Sim","Sim",194.62200300685
"Sim","Liberado","Não","Sim","Não","Sim","PDC","Não","Sim","Sim",201.282898037295
"Não","Liberado","Não","Sim","Não","Sim","PDC","Não","Sim","Sim",201.6143766647
"Sim","Sim","Liberado","Sim","Não","Sim","PDC","Não","Sim","Sim",248.000939995479
"Não","Sim","Liberado","Sim","Não","Sim","PDC","Não","Sim","Sim",243.855248211574
"Sim","Não","Liberado","Sim","Não","Sim","PDC","Não","Sim","Sim",222.462949699248
"Não","Não","Liberado","Sim","Não","Sim","PDC","Não","Sim","Sim",223.341975051157
"Sim","Liberado","Liberado","Sim","Não","Sim","PDC","Não","Sim","Sim",223.752467856313
"Não","Liberado","Liberado","Sim","Não","Sim","PDC","Não","Sim","Sim",227.584299775746
"Sim","Sim","Sim","Não","Não","Sim","PDC","Não","Sim","Sim",252.270090527554
"Não","Sim","Sim","Não","Não","Sim","PDC","Não","Sim","Sim",240.804174804917
"Sim","Não","Sim","Não","Não","Sim","PDC","Não","Sim","Sim",226.365600406392
"Não","Não","Sim","Não","Não","Sim","PDC","Não","Sim","Sim",220.550450962386
"Sim","Liberado","Sim","Não","Não","Sim","PDC","Não","Sim","Sim",228.988301684449
"Não","Liberado","Sim","Não","Não","Sim","PDC","Não","Sim","Sim",225.518530839843
"Sim","Sim","Não","Não","Não","Sim","PDC","Não","Sim","Sim",197.612097445347
"Não","Sim","Não","Não","Não","Sim","PDC","Não","Sim","Sim",188.058214456332
"Sim","Não","Não","Não","Não","Sim","PDC","Não","Sim","Sim",171.19449063584
"Não","Não","Não","Não","Não","Sim","PDC","Não","Sim","Sim",163.964134142095
"Sim","Liberado","Não","Não","Não","Sim","PDC","Não","Sim","Sim",178.666251851491
"Não","Liberado","Não","Não","Não","Sim","PDC","Não","Sim","Sim",171.355367235418
"Sim","Sim","Liberado","Não","Não","Sim","PDC","Não","Sim","Sim",224.914520022782
"Não","Sim","Liberado","Não","Não","Sim","PDC","Não","Sim","Sim",217.290846242246
"Sim","Não","Liberado","Não","Não","Sim","PDC","Não","Sim","Sim",201.048244162225
"Não","Não","Liberado","Não","Não","Sim","PDC","Não","Sim","Sim",196.598418316304
"Sim","Liberado","Liberado","Não","Não","Sim","PDC","Não","Sim","Sim",205.531840585521
"Não","Liberado","Liberado","Não","Não","Sim","PDC","Não","Sim","Sim",203.11455473294
"Sim","Sim","Sim","Liberado","Não","Sim","PDC","Não","Sim","Sim",257.437161915351
"Não","Sim","Sim","Liberado","Não","Sim","PDC","Não","Sim","Sim",249.900546209746
"Sim","Não","Sim","Liberado","Não","Sim","PDC","Não","Sim","Sim",227.539365739521
"Não","Não","Sim","Liberado","Não","Sim","PDC","Não","Sim","Sim",227.16520359845
"Sim","Liberado","Sim","Liberado","Não","Sim","PDC","Não","Sim","Sim",229.122278409957
"Não","Liberado","Sim","Liberado","Não","Sim","PDC","Não","Sim","Sim",231.923362199658
"Sim","Sim","Não","Liberado","Não","Sim","PDC","Não","Sim","Sim",208.157702755104
"Não","Sim","Não","Liberado","Não","Sim","PDC","Não","Sim","Sim",203.302119198199
"Sim","Não","Não","Liberado","Não","Sim","PDC","Não","Sim","Sim",179.202376505904
"Não","Não","Não","Liberado","Não","Sim","PDC","Não","Sim","Sim",177.818939504064
"Sim","Liberado","Não","Liberado","Não","Sim","PDC","Não","Sim","Sim",186.545495772892
"Não","Liberado","Não","Liberado","Não","Sim","PDC","Não","Sim","Sim",186.348693536713
"Sim","Sim","Liberado","Liberado","Não","Sim","PDC","Não","Sim","Sim",233.656692015676
"Não","Sim","Liberado","Liberado","Não","Sim","PDC","Não","Sim","Sim",229.382418252173
"Sim","Não","Liberado","Liberado","Não","Sim","PDC","Não","Sim","Sim",206.378363366476
"Não","Não","Liberado","Liberado","Não","Sim","PDC","Não","Sim","Sim",207.207825429551
"Sim","Liberado","Liberado","Liberado","Não","Sim","PDC","Não","Sim","Sim",210.258552663633
"Não","Liberado","Liberado","Liberado","Não","Sim","PDC","Não","Sim","Sim",213.695503003801
"Sim","Sim","Sim","Sim","Liberado","Sim","PDC","Não","Sim","Sim",273.249182596951
"Não","Sim","Sim","Sim","Liberado","Sim","PDC","Não","Sim","Sim",268.184902116086
"Sim","Não","Sim","Sim","Liberado","Sim","PDC","Não","Sim","Sim",243.768938147542
"Não","Não","Sim","Sim","Liberado","Sim","PDC","Não","Sim","Sim",246.370891403961
"Sim","Liberado","Sim","Sim","Liberado","Sim","PDC","Não","Sim","Sim",242.361474829128
"Não","Liberado","Sim","Sim","Liberado","Sim","PDC","Não","Sim","Sim",248.832647685742
"Sim","Sim","Não","Sim","Liberado","Sim","PDC","Não","Sim","Sim",224.966595906211
"Não","Sim","Não","Sim","Liberado","Sim","PDC","Não","Sim","Sim",222.666767194628
"Sim","Não","Não","Sim","Liberado","Sim","PDC","Não","Sim","Sim",197.79828888335
"Não","Não","Não","Sim","Liberado","Sim","PDC","Não","Sim","Sim",198.98662494083
"Sim","Liberado","Não","Sim","Liberado","Sim","PDC","Não","Sim","Sim",202.657516219113
"Não","Liberado","Não","Sim","Liberado","Sim","PDC","Não","Sim","Sim",205.254531932013
"Sim","Sim","Liberado","Sim","Liberado","Sim","PDC","Não","Sim","Sim",248.702675839635
"Não","Sim","Liberado","Sim","Liberado","Sim","PDC","Não","Sim","Sim",246.694401171946
"Sim","Não","Liberado","Sim","Liberado","Sim","PDC","Não","Sim","Sim",223.322233162451
"Não","Não","Liberado","Sim","Liberado","Sim","PDC","Não","Sim","Sim",226.317604202006
"Sim","Liberado","Liberado","Sim","Liberado","Sim","PDC","Não","Sim","Sim",224.331271319516
"Não","Liberado","Liberado","Sim","Liberado","Sim","PDC","Não","Sim","Sim",230.533182259928
"Sim","Sim","Sim","Não","Liberado","Sim","PDC","Não","Sim","Sim",251.400288447315
"Não","Sim","Sim","Não","Liberado","Sim","PDC","Não","Sim","Sim",243.339360819916
"Sim","Não","Sim","Não","Liberado","Sim","PDC","Não","Sim","Sim",226.424761911588
"Não","Não","Sim","Não","Liberado","Sim","PDC","Não","Sim","Sim",223.965362467582
"Sim","Liberado","Sim","Não","Liberado","Sim","PDC","Não","Sim","Sim",227.987000436678
"Não","Liberado","Sim","Não","Liberado","Sim","PDC","Não","Sim","Sim",228.197246258738
"Sim","Sim","Não","Não","Liberado","Sim","PDC","Não","Sim","Sim",200.076727531927
"Não","Sim","Não","Não","Liberado","Sim","PDC","Não","Sim","Sim",194.316700629341
"Sim","Não","Não","Não","Liberado","Sim","PDC","Não","Sim","Sim",175.772442150991
"Não","Não","Não","Não","Liberado","Sim","PDC","Não","Sim","Sim",172.06043698177
"Sim","Liberado","Não","Não","Liberado","Sim","PDC","Não","Sim","Sim",181.549670033309
"Não","Liberado","Não","Não","Liberado","Sim","PDC","Não","Sim","Sim",178.344203408427
"Sim","Sim","Liberado","Não","Liberado","Sim","PDC","Não","Sim","Sim",225.616422533605
"Não","Sim","Liberado","Não","Liberado","Sim","PDC","Não","Sim","Sim",221.052015869286
"Sim","Não","Liberado","Não","Liberado","Sim","PDC","Não","Sim","Sim",202.916818101619
"Não","Não","Liberado","Não","Liberado","Sim","PDC","Não","Sim","Sim",201.503687943344
"Sim","Liberado","Liberado","Não","Liberado","Sim","PDC","Não","Sim","Sim",206.280934524915
"Não","Liberado","Liberado","Não","Liberado","Sim","PDC","Não","Sim","Sim",207.362077693313
"Sim","Sim","Sim","Liberado","Liberado","Sim","PDC","Não","Sim","Sim",257.171268926022
"Não","Sim","Sim","Liberado","Liberado","Sim","PDC","Não","Sim","Sim",252.580974648988
"Sim","Não","Sim","Liberado","Liberado","Sim","PDC","Não","Sim","Sim",227.810436335625
"Não","Não","Sim","Liberado","Liberado","Sim","PDC","Não","Sim","Sim",230.300857527888
"Sim","Liberado","Sim","Liberado","Liberado","Sim","PDC","Não","Sim","Sim",228.746886253095
"Não","Liberado","Sim","Liberado","Liberado","Sim","PDC","Não","Sim","Sim",234.562820042795
"Sim","Sim","Não","Liberado","Liberado","Sim","PDC","Não","Sim","Sim",210.346649508351
"Não","Sim","Não","Liberado","Liberado","Sim","PDC","Não","Sim","Sim",208.725880021068
"Sim","Não","Não","Liberado","Liberado","Sim","PDC","Não","Sim","Sim",183.291194687722
"Não","Não","Não","Liberado","Liberado","Sim","PDC","Não","Sim","Sim",184.9235669936
"Sim","Liberado","Não","Liberado","Liberado","Sim","PDC","Não","Sim","Sim",189.044780621377
"Não","Liberado","Não","Liberado","Liberado","Sim","PDC","Não","Sim","Sim",192.276854359582
"Sim","Sim","Liberado","Liberado","Liberado","Sim","PDC","Não","Sim","Sim",235.092170284074
"Não","Sim","Liberado","Liberado","Liberado","Sim","PDC","Não","Sim","Sim",233.446496970121
"Sim","Não","Liberado","Liberado","Liberado","Sim","PDC","Não","Sim","Sim",208.51264639678
"Não","Não","Liberado","Liberado","Liberado","Sim","PDC","Não","Sim","Sim",211.915637480833
"Sim","Liberado","Liberado","Liberado","Liberado","Sim","PDC","Não","Sim","Sim",211.649355693936
"Não","Liberado","Liberado","Liberado","Liberado","Sim","PDC","Não","Sim","Sim",217.947568388416
"Sim","Sim","Sim","Sim","Sim","Não","PDC","Não","Sim","Sim",288.392913028911
"Não","Sim","Sim","Sim","Sim","Não","PDC","Não","Sim","Sim",280.585254535173
"Sim","Não","Sim","Sim","Sim","Não","PDC","Não","Sim","Sim",272.614551522174
"Não","Não","Sim","Sim","Sim","Não","PDC","Não","Sim","Sim",269.894024003248
"Sim","Liberado","Sim","Sim","Sim","Não","PDC","Não","Sim","Sim",275.843693260978
"Não","Liberado","Sim","Sim","Sim","Não","PDC","Não","Sim","Sim",276.395789878376
"Sim","Sim","Não","Sim","Sim","Não","PDC","Não","Sim","Sim",240.433936363099
"Não","Sim","Não","Sim","Sim","Não","PDC","Não","Sim","Sim",238.707775914903
"Sim","Não","Não","Sim","Sim","Não","PDC","Não","Sim","Sim",218.578899485135
"Não","Não","Não","Sim","Sim","Não","PDC","Não","Sim","Sim",219.462617960132
"Sim","Liberado","Não","Sim","Sim","Não","PDC","Não","Sim","Sim",226.709355455049
"Não","Liberado","Não","Sim","Sim","Não","PDC","Não","Sim","Sim",229.590867845777
"Sim","Sim","Liberado","Sim","Sim","Não","PDC","Não","Sim","Sim",261.985683952052
"Não","Sim","Liberado","Sim","Sim","Não","PDC","Não","Sim","Sim",259.207491873749
"Sim","Não","Liberado","Sim","Sim","Não","PDC","Não","Sim","Sim",244.866383745939
"Não","Não","Liberado","Sim","Sim","Não","PDC","Não","Sim","Sim",245.855203736944
"Sim","Liberado","Liberado","Sim","Sim","Não","PDC","Não","Sim","Sim",250.529826555178
"Não","Liberado","Liberado","Sim","Sim","Não","PDC","Não","Sim","Sim",254.774345541698
"Sim","Sim","Sim","Não","Sim","Não","PDC","Não","Sim","Sim",257.980442518408
"Não","Sim","Sim","Não","Sim","Não","PDC","Não","Sim","Sim",249.926535090508
"Sim","Não","Sim","Não","Sim","Não","PDC","Não","Sim","Sim",240.512052575825
"Não","Não","Sim","Não","Sim","Não","PDC","Não","Sim","Sim",236.918110623874
"Sim","Liberado","Sim","Não","Sim","Não","PDC","Não","Sim","Sim",246.57717226902
"Não","Liberado","Sim","Não","Sim","Não","PDC","Não","Sim","Sim",245.431106648355
"Sim","Sim","Não","Não","Sim","Não","PDC","Não","Sim","Sim",211.484320428255
"Não","Sim","Não","Não","Sim","Não","PDC","Não","Sim","Sim",210.367289073312
"Sim","Não","Não","Não","Sim","Não","PDC","Não","Sim","Sim",186.353473408297
"Não","Não","Não","Não","Sim","Não","PDC","Não","Sim","Sim",185.935124572478
