"gov","minoria","pmdb","psd","psdb","pt","TIPO","pps","pr","prp","resultado"
"Sim","Sim","Não","Não","Liberado","Não","MPV","Sim","Sim","Sim",204.113184665771
"Não","Sim","Não","Não","Liberado","Não","MPV","Sim","Sim","Sim",194.810124111993
"Sim","Não","Não","Não","Liberado","Não","MPV","Sim","Sim","Sim",180.813510099402
"Não","Não","Não","Não","Liberado","Não","MPV","Sim","Sim","Sim",169.939464550208
"Sim","Liberado","Não","Não","Liberado","Não","MPV","Sim","Sim","Sim",191.450449881326
"Não","Liberado","Não","Não","Liberado","Não","MPV","Sim","Sim","Sim",181.800302009742
"Sim","Sim","Liberado","Não","Liberado","Não","MPV","Sim","Sim","Sim",237.003300094819
"Não","Sim","Liberado","Não","Liberado","Não","MPV","Sim","Sim","Sim",230.182563047478
"Sim","Não","Liberado","Não","Liberado","Não","MPV","Sim","Sim","Sim",215.840226274532
"Não","Não","Liberado","Não","Liberado","Não","MPV","Sim","Sim","Sim",209.947970516021
"Sim","Liberado","Liberado","Não","Liberado","Não","MPV","Sim","Sim","Sim",225.446476827686
"Não","Liberado","Liberado","Não","Liberado","Não","MPV","Sim","Sim","Sim",221.899755177578
"Sim","Sim","Sim","Liberado","Liberado","Não","MPV","Sim","Sim","Sim",280.739036550631
"Não","Sim","Sim","Liberado","Liberado","Não","MPV","Sim","Sim","Sim",275.356956836535
"Sim","Não","Sim","Liberado","Liberado","Não","MPV","Sim","Sim","Sim",258.261238956511
"Não","Não","Sim","Liberado","Liberado","Não","MPV","Sim","Sim","Sim",256.016325530704
"Sim","Liberado","Sim","Liberado","Liberado","Não","MPV","Sim","Sim","Sim",263.273323263546
"Não","Liberado","Sim","Liberado","Liberado","Não","MPV","Sim","Sim","Sim",263.486386448231
"Sim","Sim","Não","Liberado","Liberado","Não","MPV","Sim","Sim","Sim",221.204801472741
"Não","Sim","Não","Liberado","Liberado","Não","MPV","Sim","Sim","Sim",217.848906320623
"Sim","Não","Não","Liberado","Liberado","Não","MPV","Sim","Sim","Sim",198.057896603236
"Não","Não","Não","Liberado","Liberado","Não","MPV","Sim","Sim","Sim",194.020284040101
"Sim","Liberado","Não","Liberado","Liberado","Não","MPV","Sim","Sim","Sim",206.856161444443
"Não","Liberado","Não","Liberado","Liberado","Não","MPV","Sim","Sim","Sim",205.664848554734
"Sim","Sim","Liberado","Liberado","Liberado","Não","MPV","Sim","Sim","Sim",250.140486082294
"Não","Sim","Liberado","Liberado","Liberado","Não","MPV","Sim","Sim","Sim",247.414457984719
"Sim","Não","Liberado","Liberado","Liberado","Não","MPV","Sim","Sim","Sim",227.750343172785
"Não","Não","Liberado","Liberado","Liberado","Não","MPV","Sim","Sim","Sim",227.383810013579
"Sim","Liberado","Liberado","Liberado","Liberado","Não","MPV","Sim","Sim","Sim",235.225755417555
"Não","Liberado","Liberado","Liberado","Liberado","Não","MPV","Sim","Sim","Sim",238.101933221935
"Sim","Sim","Sim","Sim","Sim","Sim","PDC","Sim","Sim","Sim",339.221008118712
"Não","Sim","Sim","Sim","Sim","Sim","PDC","Sim","Sim","Sim",322.638330819084
"Sim","Não","Sim","Sim","Sim","Sim","PDC","Sim","Sim","Sim",305.818572685312
"Não","Não","Sim","Sim","Sim","Sim","PDC","Sim","Sim","Sim",296.82535382147
"Sim","Liberado","Sim","Sim","Sim","Sim","PDC","Sim","Sim","Sim",313.054730803168
"Não","Liberado","Sim","Sim","Sim","Sim","PDC","Sim","Sim","Sim",305.30149290896
"Sim","Sim","Não","Sim","Sim","Sim","PDC","Sim","Sim","Sim",267.797877343473
"Não","Sim","Não","Sim","Sim","Sim","PDC","Sim","Sim","Sim",261.004006851726
"Sim","Não","Não","Sim","Sim","Sim","PDC","Sim","Sim","Sim",238.617284782665
"Não","Não","Não","Sim","Sim","Sim","PDC","Sim","Sim","Sim",237.023289902069
"Sim","Liberado","Não","Sim","Sim","Sim","PDC","Sim","Sim","Sim",246.087077211613
"Não","Liberado","Não","Sim","Sim","Sim","PDC","Sim","Sim","Sim",245.481275801436
"Sim","Sim","Liberado","Sim","Sim","Sim","PDC","Sim","Sim","Sim",293.432167205786
"Não","Sim","Liberado","Sim","Sim","Sim","PDC","Sim","Sim","Sim",285.437145352948
"Sim","Não","Liberado","Sim","Sim","Sim","PDC","Sim","Sim","Sim",265.350292523557
"Não","Não","Liberado","Sim","Sim","Sim","PDC","Sim","Sim","Sim",262.764827409183
"Sim","Liberado","Liberado","Sim","Sim","Sim","PDC","Sim","Sim","Sim",272.028121015483
"Não","Liberado","Liberado","Sim","Sim","Sim","PDC","Sim","Sim","Sim",271.533499569156
"Sim","Sim","Sim","Não","Sim","Sim","PDC","Sim","Sim","Sim",298.355276925858
"Não","Sim","Sim","Não","Sim","Sim","PDC","Sim","Sim","Sim",283.381082477838
"Sim","Não","Sim","Não","Sim","Sim","PDC","Sim","Sim","Sim",271.001782300982
"Não","Não","Sim","Não","Sim","Sim","PDC","Sim","Sim","Sim",261.897387154103
"Sim","Liberado","Sim","Não","Sim","Sim","PDC","Sim","Sim","Sim",277.690127994476
"Não","Liberado","Sim","Não","Sim","Sim","PDC","Sim","Sim","Sim",269.862476895216
"Sim","Sim","Não","Não","Sim","Sim","PDC","Sim","Sim","Sim",233.107311067199
"Não","Sim","Não","Não","Sim","Sim","PDC","Sim","Sim","Sim",227.558465437696
"Sim","Não","Não","Não","Sim","Sim","PDC","Sim","Sim","Sim",208.441143119043
"Não","Não","Não","Não","Sim","Sim","PDC","Sim","Sim","Sim",206.279176652117
"Sim","Liberado","Não","Não","Sim","Sim","PDC","Sim","Sim","Sim",215.802494117164
"Não","Liberado","Não","Não","Sim","Sim","PDC","Sim","Sim","Sim",214.435569559898
"Sim","Sim","Liberado","Não","Sim","Sim","PDC","Sim","Sim","Sim",260.348812473597
"Não","Sim","Liberado","Não","Sim","Sim","PDC","Sim","Sim","Sim",253.817977429721
"Sim","Não","Liberado","Não","Sim","Sim","PDC","Sim","Sim","Sim",236.407207478093
"Não","Não","Liberado","Não","Sim","Sim","PDC","Sim","Sim","Sim",233.636040254256
"Sim","Liberado","Liberado","Não","Sim","Sim","PDC","Sim","Sim","Sim",242.951507428441
"Não","Liberado","Liberado","Não","Sim","Sim","PDC","Sim","Sim","Sim",242.151121553811
"Sim","Sim","Sim","Liberado","Sim","Sim","PDC","Sim","Sim","Sim",309.817243535074
"Não","Sim","Sim","Liberado","Sim","Sim","PDC","Sim","Sim","Sim",297.651019573921
"Sim","Não","Sim","Liberado","Sim","Sim","PDC","Sim","Sim","Sim",278.912625223116
"Não","Não","Sim","Liberado","Sim","Sim","PDC","Sim","Sim","Sim",273.564019422504
"Sim","Liberado","Sim","Liberado","Sim","Sim","PDC","Sim","Sim","Sim",285.078697486658
"Não","Liberado","Sim","Liberado","Sim","Sim","PDC","Sim","Sim","Sim",281.473050433459
"Sim","Sim","Não","Liberado","Sim","Sim","PDC","Sim","Sim","Sim",246.339759378268
"Não","Sim","Não","Liberado","Sim","Sim","PDC","Sim","Sim","Sim",244.175569556143
"Sim","Não","Não","Liberado","Sim","Sim","PDC","Sim","Sim","Sim",217.863573383708
"Não","Não","Não","Liberado","Sim","Sim","PDC","Sim","Sim","Sim",220.357089719773
"Sim","Liberado","Não","Liberado","Sim","Sim","PDC","Sim","Sim","Sim",224.721257402467
"Não","Liberado","Não","Liberado","Sim","Sim","PDC","Sim","Sim","Sim",228.768633875617
"Sim","Sim","Liberado","Liberado","Sim","Sim","PDC","Sim","Sim","Sim",273.794553909114
"Não","Sim","Liberado","Liberado","Sim","Sim","PDC","Sim","Sim","Sim",269.772388916375
"Sim","Não","Liberado","Liberado","Sim","Sim","PDC","Sim","Sim","Sim",245.535721417967
"Não","Não","Liberado","Liberado","Sim","Sim","PDC","Sim","Sim","Sim",246.928377044063
"Sim","Liberado","Liberado","Liberado","Sim","Sim","PDC","Sim","Sim","Sim",251.454605081221
"Não","Liberado","Liberado","Liberado","Sim","Sim","PDC","Sim","Sim","Sim",255.245637708696
"Sim","Sim","Sim","Sim","Não","Sim","PDC","Sim","Sim","Sim",301.607491522936
"Não","Sim","Sim","Sim","Não","Sim","PDC","Sim","Sim","Sim",289.699241016668
"Sim","Não","Sim","Sim","Não","Sim","PDC","Sim","Sim","Sim",263.55787328238
"Não","Não","Sim","Sim","Não","Sim","PDC","Sim","Sim","Sim",259.992543987068
"Sim","Liberado","Sim","Sim","Não","Sim","PDC","Sim","Sim","Sim",268.195607995032
"Não","Liberado","Sim","Sim","Não","Sim","PDC","Sim","Sim","Sim",266.312170691378
"Sim","Sim","Não","Sim","Não","Sim","PDC","Sim","Sim","Sim",238.138948599957
"Não","Sim","Não","Sim","Não","Sim","PDC","Sim","Sim","Sim",230.944380270395
"Sim","Não","Não","Sim","Não","Sim","PDC","Sim","Sim","Sim",205.920581846674
"Não","Não","Não","Sim","Não","Sim","PDC","Sim","Sim","Sim",203.882162236422
"Sim","Liberado","Não","Sim","Não","Sim","PDC","Sim","Sim","Sim",213.54385834438
"Não","Liberado","Não","Sim","Não","Sim","PDC","Sim","Sim","Sim",211.838909836125
"Sim","Sim","Liberado","Sim","Não","Sim","PDC","Sim","Sim","Sim",264.327967505792
"Não","Sim","Liberado","Sim","Não","Sim","PDC","Sim","Sim","Sim",257.656190200648
"Sim","Não","Liberado","Sim","Não","Sim","PDC","Sim","Sim","Sim",233.826505235432
"Não","Não","Liberado","Sim","Não","Sim","PDC","Sim","Sim","Sim",232.947967072262
"Sim","Liberado","Liberado","Sim","Não","Sim","PDC","Sim","Sim","Sim",238.96077161346
"Não","Liberado","Liberado","Sim","Não","Sim","PDC","Sim","Sim","Sim",239.962375262737
"Sim","Sim","Sim","Não","Não","Sim","PDC","Sim","Sim","Sim",278.198157118261
"Não","Sim","Sim","Não","Não","Sim","PDC","Sim","Sim","Sim",263.392462080218
"Sim","Não","Sim","Não","Não","Sim","PDC","Sim","Sim","Sim",247.757099621285
"Não","Não","Sim","Não","Não","Sim","PDC","Sim","Sim","Sim",238.646878972502
"Sim","Liberado","Sim","Não","Não","Sim","PDC","Sim","Sim","Sim",253.443630385547
"Não","Liberado","Sim","Não","Não","Sim","PDC","Sim","Sim","Sim",245.557077868632
"Sim","Sim","Não","Não","Não","Sim","PDC","Sim","Sim","Sim",212.380307837851
"Não","Sim","Não","Não","Não","Sim","PDC","Sim","Sim","Sim",201.123004145456
"Sim","Não","Não","Não","Não","Sim","PDC","Sim","Sim","Sim",185.575383233852
"Não","Não","Não","Não","Não","Sim","PDC","Sim","Sim","Sim",177.526107830135
"Sim","Liberado","Não","Não","Não","Sim","PDC","Sim","Sim","Sim",192.75882913938
"Não","Liberado","Não","Não","Não","Sim","PDC","Sim","Sim","Sim",184.374703978657
"Sim","Sim","Liberado","Não","Não","Sim","PDC","Sim","Sim","Sim",242.009857108822
"Não","Sim","Liberado","Não","Não","Sim","PDC","Sim","Sim","Sim",232.537571018856
"Sim","Não","Liberado","Não","Não","Sim","PDC","Sim","Sim","Sim",216.483211437338
"Não","Não","Liberado","Não","Não","Sim","PDC","Sim","Sim","Sim",210.367501588866
"Sim","Liberado","Liberado","Não","Não","Sim","PDC","Sim","Sim","Sim",222.351676776897
"Não","Liberado","Liberado","Não","Não","Sim","PDC","Sim","Sim","Sim",217.846727123785
"Sim","Sim","Sim","Liberado","Não","Sim","PDC","Sim","Sim","Sim",283.801380193077
"Não","Sim","Sim","Liberado","Não","Sim","PDC","Sim","Sim","Sim",272.957772943609
"Sim","Não","Sim","Liberado","Não","Sim","PDC","Sim","Sim","Sim",249.004436643427
"Não","Não","Sim","Liberado","Não","Sim","PDC","Sim","Sim","Sim",245.362774402454
"Sim","Liberado","Sim","Liberado","Não","Sim","PDC","Sim","Sim","Sim",254.028115579874
"Não","Liberado","Sim","Liberado","Não","Sim","PDC","Sim","Sim","Sim",252.414355468808
"Sim","Sim","Não","Liberado","Não","Sim","PDC","Sim","Sim","Sim",223.428562611522
"Não","Sim","Não","Liberado","Não","Sim","PDC","Sim","Sim","Sim",216.665276553687
"Sim","Não","Não","Liberado","Não","Sim","PDC","Sim","Sim","Sim",192.789023730959
"Não","Não","Não","Liberado","Não","Sim","PDC","Sim","Sim","Sim",190.410661383916
"Sim","Liberado","Não","Liberado","Não","Sim","PDC","Sim","Sim","Sim",200.184659747769
"Não","Liberado","Não","Liberado","Não","Sim","PDC","Sim","Sim","Sim",198.792001836056
"Sim","Sim","Liberado","Liberado","Não","Sim","PDC","Sim","Sim","Sim",250.938618502002
"Não","Sim","Liberado","Liberado","Não","Sim","PDC","Sim","Sim","Sim",244.75057902414
"Sim","Não","Liberado","Liberado","Não","Sim","PDC","Sim","Sim","Sim",220.920345334875
"Não","Não","Liberado","Liberado","Não","Sim","PDC","Sim","Sim","Sim",220.20881999047
"Sim","Liberado","Liberado","Liberado","Não","Sim","PDC","Sim","Sim","Sim",226.437115989477
"Não","Liberado","Liberado","Liberado","Não","Sim","PDC","Sim","Sim","Sim",227.937165790852
"Sim","Sim","Sim","Sim","Liberado","Sim","PDC","Sim","Sim","Sim",301.806086761032
"Não","Sim","Sim","Sim","Liberado","Sim","PDC","Sim","Sim","Sim",292.546574350002
"Sim","Não","Sim","Sim","Liberado","Sim","PDC","Sim","Sim","Sim",263.136267555645
"Não","Não","Sim","Sim","Liberado","Sim","PDC","Sim","Sim","Sim",262.090738260333
"Sim","Liberado","Sim","Sim","Liberado","Sim","PDC","Sim","Sim","Sim",267.831384621238
"Não","Liberado","Sim","Sim","Liberado","Sim","PDC","Sim","Sim","Sim",268.429613984251
"Sim","Sim","Não","Sim","Liberado","Sim","PDC","Sim","Sim","Sim",238.057195353204
"Não","Sim","Não","Sim","Liberado","Sim","PDC","Sim","Sim","Sim",233.369602204375
"Sim","Não","Não","Sim","Liberado","Sim","PDC","Sim","Sim","Sim",207.282966695159
"Não","Não","Não","Sim","Liberado","Sim","PDC","Sim","Sim","Sim",207.475850837069
"Sim","Liberado","Não","Sim","Liberado","Sim","PDC","Sim","Sim","Sim",213.644943192865
"Não","Liberado","Não","Sim","Liberado","Sim","PDC","Sim","Sim","Sim",214.458631770105
"Sim","Sim","Liberado","Sim","Liberado","Sim","PDC","Sim","Sim","Sim",264.547432440857
"Não","Sim","Liberado","Sim","Liberado","Sim","PDC","Sim","Sim","Sim",260.32977225193
"Sim","Não","Liberado","Sim","Liberado","Sim","PDC","Sim","Sim","Sim",233.950184456211
"Não","Não","Liberado","Sim","Liberado","Sim","PDC","Sim","Sim","Sim",235.423491980687
"Sim","Liberado","Liberado","Sim","Liberado","Sim","PDC","Sim","Sim","Sim",238.723284167573
"Não","Liberado","Liberado","Sim","Liberado","Sim","PDC","Sim","Sim","Sim",242.176066837829
"Sim","Sim","Sim","Não","Liberado","Sim","PDC","Sim","Sim","Sim",276.450109499214
"Não","Sim","Sim","Não","Liberado","Sim","PDC","Sim","Sim","Sim",264.904352556408
"Sim","Não","Sim","Não","Liberado","Sim","PDC","Sim","Sim","Sim",246.919682254338
"Não","Não","Sim","Não","Liberado","Sim","PDC","Sim","Sim","Sim",241.020161605555
"Sim","Liberado","Sim","Não","Liberado","Sim","PDC","Sim","Sim","Sim",251.363095371541
"Não","Liberado","Sim","Não","Liberado","Sim","PDC","Sim","Sim","Sim",246.857109521293
"Sim","Sim","Não","Não","Liberado","Sim","PDC","Sim","Sim","Sim",211.298787130781
"Não","Sim","Não","Não","Liberado","Sim","PDC","Sim","Sim","Sim",203.840863587783
"Sim","Não","Não","Não","Liberado","Sim","PDC","Sim","Sim","Sim",187.272283955352
"Não","Não","Não","Não","Liberado","Sim","PDC","Sim","Sim","Sim",182.74149263478
"Sim","Liberado","Não","Não","Liberado","Sim","PDC","Sim","Sim","Sim",192.165096527547
"Não","Liberado","Não","Não","Liberado","Sim","PDC","Sim","Sim","Sim",187.737513420984
"Sim","Sim","Liberado","Não","Liberado","Sim","PDC","Sim","Sim","Sim",240.962099821664
"Não","Sim","Liberado","Não","Liberado","Sim","PDC","Sim","Sim","Sim",234.477630847916
"Sim","Não","Liberado","Não","Liberado","Sim","PDC","Sim","Sim","Sim",216.704292245419
"Não","Não","Liberado","Não","Liberado","Sim","PDC","Sim","Sim","Sim",213.553828084592
"Sim","Liberado","Liberado","Não","Liberado","Sim","PDC","Sim","Sim","Sim",221.216590918311
"Não","Liberado","Liberado","Não","Liberado","Sim","PDC","Sim","Sim","Sim",219.984220286178
"Sim","Sim","Sim","Liberado","Liberado","Sim","PDC","Sim","Sim","Sim",283.022675431173
"Não","Sim","Sim","Liberado","Liberado","Sim","PDC","Sim","Sim","Sim",275.049539610275
"Sim","Não","Sim","Liberado","Liberado","Sim","PDC","Sim","Sim","Sim",248.744362133623
"Não","Não","Sim","Liberado","Liberado","Sim","PDC","Sim","Sim","Sim",247.810233225984
"Sim","Liberado","Sim","Liberado","Liberado","Sim","PDC","Sim","Sim","Sim",252.938923423011
"Não","Liberado","Sim","Liberado","Liberado","Sim","PDC","Sim","Sim","Sim",254.028563311946
"Sim","Sim","Não","Liberado","Liberado","Sim","PDC","Sim","Sim","Sim",223.018809364769
"Não","Sim","Não","Liberado","Liberado","Sim","PDC","Sim","Sim","Sim",219.666887376556
"Sim","Não","Não","Liberado","Liberado","Sim","PDC","Sim","Sim","Sim",194.891741912777
"Não","Não","Não","Liberado","Liberado","Sim","PDC","Sim","Sim","Sim",195.705738873452
"Sim","Liberado","Não","Liberado","Liberado","Sim","PDC","Sim","Sim","Sim",200.138744596253
"Não","Liberado","Não","Liberado","Liberado","Sim","PDC","Sim","Sim","Sim",202.197112658925
"Sim","Sim","Liberado","Liberado","Liberado","Sim","PDC","Sim","Sim","Sim",250.769250103733
"Não","Sim","Liberado","Liberado","Liberado","Sim","PDC","Sim","Sim","Sim",247.207561075422
"Sim","Não","Liberado","Liberado","Liberado","Sim","PDC","Sim","Sim","Sim",221.649448365178
"Não","Não","Liberado","Liberado","Liberado","Sim","PDC","Sim","Sim","Sim",223.428002041752
"Sim","Liberado","Liberado","Liberado","Liberado","Sim","PDC","Sim","Sim","Sim",226.073052353113
"Não","Liberado","Liberado","Liberado","Liberado","Sim","PDC","Sim","Sim","Sim",230.1965145088
"Sim","Sim","Sim","Sim","Sim","Não","PDC","Sim","Sim","Sim",314.243282712616
"Não","Sim","Sim","Sim","Sim","Não","PDC","Sim","Sim","Sim",303.04653941118
"Sim","Não","Sim","Sim","Sim","Não","PDC","Sim","Sim","Sim",292.023310358727
"Não","Não","Sim","Sim","Sim","Não","PDC","Sim","Sim","Sim",285.642436052088
"Sim","Liberado","Sim","Sim","Sim","Não","PDC","Sim","Sim","Sim",298.385130109394
"Não","Liberado","Sim","Sim","Sim","Não","PDC","Sim","Sim","Sim",293.1897978835
"Sim","Sim","Não","Sim","Sim","Não","PDC","Sim","Sim","Sim",255.252338266373
"Não","Sim","Não","Sim","Sim","Não","PDC","Sim","Sim","Sim",250.794923284313
"Sim","Não","Não","Sim","Sim","Não","PDC","Sim","Sim","Sim",231.87571955759
"Não","Não","Não","Sim","Sim","Não","PDC","Sim","Sim","Sim",231.074479578955
"Sim","Liberado","Não","Sim","Sim","Não","PDC","Sim","Sim","Sim",240.594716964893
"Não","Liberado","Não","Sim","Sim","Não","PDC","Sim","Sim","Sim",240.920637123343
"Sim","Sim","Liberado","Sim","Sim","Não","PDC","Sim","Sim","Sim",277.7345889757
"Não","Sim","Liberado","Sim","Sim","Não","PDC","Sim","Sim","Sim",272.479127827353
"Sim","Não","Liberado","Sim","Sim","Não","PDC","Sim","Sim","Sim",257.390684217762
"Não","Não","Liberado","Sim","Sim","Não","PDC","Sim","Sim","Sim",256.241332144884
"Sim","Liberado","Liberado","Sim","Sim","Não","PDC","Sim","Sim","Sim",264.478773548849
"Não","Liberado","Liberado","Sim","Sim","Não","PDC","Sim","Sim","Sim",265.363465144018
"Sim","Sim","Sim","Não","Sim","Não","PDC","Sim","Sim","Sim",278.244136764734
"Não","Sim","Sim","Não","Sim","Não","PDC","Sim","Sim","Sim",266.292421053174
"Sim","Não","Sim","Não","Sim","Não","PDC","Sim","Sim","Sim",258.514866139825
"Não","Não","Sim","Não","Sim","Não","PDC","Sim","Sim","Sim",250.735876891584
"Sim","Liberado","Sim","Não","Sim","Não","PDC","Sim","Sim","Sim",266.415936741744
"Não","Liberado","Sim","Não","Sim","Não","PDC","Sim","Sim","Sim",259.961641541122
"Sim","Sim","Não","Não","Sim","Não","PDC","Sim","Sim","Sim",224.197756765211
"Não","Sim","Não","Não","Sim","Não","PDC","Sim","Sim","Sim",220.350050204972
"Sim","Não","Não","Não","Sim","Não","PDC","Sim","Sim","Sim",200.61028870873
"Não","Não","Não","Não","Sim","Não","PDC","Sim","Sim","Sim",198.029000019581
"Sim","Liberado","Não","Não","Sim","Não","PDC","Sim","Sim","Sim",211.503437248259
"Não","Liberado","Não","Não","Sim","Não","PDC","Sim","Sim","Sim",209.910629357659
"Sim","Sim","Liberado","Não","Sim","Não","PDC","Sim","Sim","Sim",248.772500606058
"Não","Sim","Liberado","Não","Sim","Não","PDC","Sim","Sim","Sim",243.970218917161
"Sim","Não","Liberado","Não","Sim","Não","PDC","Sim","Sim","Sim",228.457598137798
"Não","Não","Liberado","Não","Sim","Não","PDC","Sim","Sim","Sim",226.048489053496
"Sim","Liberado","Liberado","Não","Sim","Não","PDC","Sim","Sim","Sim",237.716111091809
"Não","Liberado","Liberado","Não","Sim","Não","PDC","Sim","Sim","Sim",237.331483356714
"Sim","Sim","Sim","Liberado","Sim","Não","PDC","Sim","Sim","Sim",290.302939413336
"Não","Sim","Sim","Liberado","Sim","Não","PDC","Sim","Sim","Sim",281.490477254597
"Sim","Não","Sim","Liberado","Sim","Não","PDC","Sim","Sim","Sim",268.284963629483
"Não","Não","Sim","Liberado","Sim","Não","PDC","Sim","Sim","Sim",264.315262551039
